English	Gilaki
‘Well,’ the man said, ‘if you don’t want to you don’t have to. I wouldn’t have you do it if you didn’t want to. But I know it’s perfectly simple.’	مردأی بۊته: «خؤ! أگه نخأني مجبور ني. أگه نخأني، منأني تأ واندأنم اي کاره بکۊني. امّا دؤنم کي خئلی ساده’.»
‘And you really want to?’	«تۊ راسه-راسه هینه خأني؟»
‘I think it’s the best thing to do. But I don’t want you to do it if you don’t really want to.’	«مۊ فیکر کؤنم ای بئترین کاره. امّا خۊش ندأنم أگه تي ديل نخأی اي کاره بکۊنی.»
‘And if I do it you’ll be happy and things will be like they were and you’ll love me?’	«امّا أگه مۊ اي کاره بکۊنم، تۊ خۊشالأبني ؤ همه چي بنه پیشترؤنˇ مۊسؤن ؤ تۊ هنده مأ دۊس ویگیني؟»
‘I love you now. You know I love you.’	«مۊ هي الؤنأني تأ دۊس دأنم. تۊ دؤنی کي تأ دۊس دأنم»
‘I know. But if I do it, then it will be nice again if I say things are like white elephants, and you’ll like it?’	«دؤنم. امّا أگه اي کاره بکۊنم، أگه مۊ بۊگؤم چیزؤن اسپه کۊلؤنه مؤنن، هنده تئبه جالبه ؤ تأ خۊش هأنه؟»
‘I’ll love it. I love it now but I just can’t think about it. You know how I get when I worry.’	«أهأ. مأ خۊش هأنه. الؤنم مأ خۊش هأنه. امّا مننئم مي حواسه بنئم اۊنˇ سر. تۊ کي دؤنی وختي دیلأجیرأکته‌'م، چۊتؤ بنم»
‘If I do it you won’t ever worry?’	«أگه اي کاره بکۊنم، تۊ دئه دیلأجیرأکته ني؟»
‘I won’t worry about that because it’s perfectly simple.’	«مۊ اۊنˇ دیلأجیرأکته نئم، چۊن هیچ کاري ندأنه»
‘Then I’ll do it. Because I don’t care about me.’	«خؤ. پس مۊ ای کاره کؤنم. چۊن مئبه مؤهم نئه مي سر چي هأنه»
‘What do you mean?’	«یعني چي؟»
‘I don’t care about me.’	«مئبه مؤهم نئه مي سر چي هأنه»
‘Well, I care about you.’	«خؤ، امّا مئبه مؤهمه کي تي سر چي هأنه»
‘Oh, yes. But I don’t care about me. And I’ll do it and then everything will be fine.’	«أهأ، خؤ. امّا مئبه مؤهم نئه. اي کاره خالي اینˇ وأسي کأدرم کي اي اؤضاع رج بأ»
‘I don’t want you to do it if you feel that way.’	«أگه ایتؤ فیکر کؤني، مۊ نخأنم اي کاره بکۊني»
The girl stood up and walked to the end of the station. Across, on the other side, were fields of grain and trees along the banks of the Ebro. Far away, beyond the river, were mountains. The shadow of a cloud moved across the field of grain and she saw the river through the trees. ‘And we could have all this,’ she said. ‘And we could have everything and every day we make it more impossible.’ 	لاکؤی ویریسأ، هۊتؤ قدم بزئه بۊشؤ تا ایسگا اۊ سر، هؤره کي ابرؤ رۊخؤن-کۊلˇ راسته گندۊم‌کله‌'ن ؤ دارؤن بؤن. دۊرˇشر، رۊخؤنه اۊ دس، کۊهؤن هننأ بۊن. یکته ابرˇ سایه گندۊم‌کله‌'نˇ مئنه دوأرسه-دبۊ ؤ لاکؤی دارؤنˇ مئنأجي، رۊخؤنه' بده. بۊته: «تینسیم ایشؤنه همأ بدأریم. همه چي تینس أمئه شي ببۊن امّا هر رۊز کي گۊذرنه نۊبؤني‌ترأبنه»
‘What did you say?’	«چي بۊتي؟»
‘I said we could have everything.’	«بۊتم أمه تینسیم همه‌چي بدأریم»
‘We can have everything.’	«أمه تینیم همه‌چي بدأریم»
‘No, we can’t.’	«نأ. مننیم»
‘We can have the whole world.’	«تینیم دۊنیا بدأریم»
‘No, we can’t.’	«نأ. مننیم»
‘We can go everywhere.’	«تینیم همه‌ته جیگا بشیم»
‘No, we can’t. It isn’t ours any more.’	«نأ، مننیم. دئه أمئه شي نئه»
‘It’s ours.’	«أمئه شئه»
‘No, it isn’t. And once they take it away, you never get it back.’	«نأ. نئه. وختي تي دسأجي هأیتن، دئه هرگي ونگردنه تي دس»
‘But they haven’t taken it away.’	«امّا، حلئه کي هأینتن»
‘We’ll wait and see.’	«هۊنم اینیم!»
‘Come on back in the shade,’ he said. ‘You mustn’t feel that way.’	مردأی بۊته: «وگرد بئه سایه‌دیمه. نوا اۊجۊر حس بدأري»
‘I don’t feel any way,’ the girl said. ‘I just know things.’	لاکؤی بۊته: «مۊ هیچ حسي ندأنم. خالي دؤنم چي به‌ چئه»
‘I don’t want you to do anything that you don’t want to do -’	«مۊ تأجي نخأنم هیچ کاري بکۊني کي تي دیل نخأنه»
‘Nor that isn’t good for me,’ she said. ‘I know. Could we have another beer?’	لاکؤی بۊته: «نأ کاري گه مئبه خؤب نئه! دؤنم، تینیم یکته دئه آبجؤ بۊخؤریم؟»
‘All right. But you’ve got to realize – ‘	«خؤ. امّا تۊ خأ درک بکۊني گه...»
‘I realize,’ the girl said. ‘Can’t we maybe stop talking?’	«مۊ درک کؤنم. وأ بدیم دئه؟ خؤ؟»
They sat down at the table and the girl looked across at the hills on the dry side of the valley and the man looked at her and at the table.	میزˇ پۊشت بنیشتن ؤ لاکؤی، کۊلؤنه نیگا بۊده کي درّه خۊشکˇ طرف هننأبۊن ؤ مردأی، لاکؤک ؤ میزه نیگا بۊده.
‘You’ve got to realize,’ he said, ‘ that I don’t want you to do it if you don’t want to. I’m perfectly willing to go through with it if it means anything to you.’	«تۊ خأ درک بکۊني کي مۊ تأجي نخأنم اي کاره بکۊني أگه تي دیل نخأنه. مۊ راسه-راسه خأنم پایˇ همه‌چي بئسم أگه تئبه مؤهمه.»
‘Doesn’t it mean anything to you? We could get along.’	«یعنی تئبه مؤهم نئه؟ تینسیم کسؤنأجي سر بکۊنیم»
‘Of course it does. But I don’t want anybody but you. I don’t want anyone else. And I know it’s perfectly simple.’	«بسچي گه مؤهمه. امّا مۊ جؤز تۊ هي کسه نخأنم. هي کسˇ دیگره نخأنم ؤ دؤنم کي خئلي ساده’.»
‘Yes, you know it’s perfectly simple.’	«خؤ بابا! تۊ دؤني خئلي ساده’»
‘It’s all right for you to say that, but I do know it.’	«تۊ هرچي خأنی بگۊ، امّا مۊ دؤنم»
‘Would you do something for me now?’	«یک لطفي کؤني؟»
‘I’d do anything for you.’	«هر کاري تئبه کؤنم»
‘Would you please please please please please please please stop talking?’	«تینم تأجي خاهش، خاهش، خاهش، خاهش، خاهش، خاهش، خاهش بکۊنم دئه وأبدي؟»
He did not say anything but looked at the bags against the wall of the station. There were labels on them from all the hotels where they had spent nights.	مردأی تام بزئه امّا ایسگا دیوارˇ کش، کیفؤنه نیگا بۊده. تمؤمˇ هؤتلؤني گه شؤ اۊشؤنˇ مئن بيسأبۊن، اۊشؤنˇ برچسبؤن، کیفؤنˇ سر بزئه هننأ بۊ.
‘But I don’t want you to,’ he said, ‘I don’t care anything about it.’ ‘I’ll scream,’ the girl said.	 مردأی بۊته: «امّا مۊ نخأنم تۊ... هیچ‌چئه مئبه مؤهم نئه» «ژگله کؤنما!»
The woman came out through the curtains with two glasses of beer and put them down on the damp felt pads. ‘The train comes in five minutes,’ she said.	زنأی دۊتته اؤخؤري آبجؤ همرأ، پرده‌'نˇ جي بیرین بمأ ؤ اۊشؤنه فنأ نمدارˇ نمتي زیرجؤمˇ سر. بازین بۊته: «تا پنج دئقه دئه قطار هأنه»
‘What did she say?’ asked the girl.	لاکؤی بپۊرسه: «چي بۊته؟»
‘That the train is coming in five minutes.’	«بۊته قطار تا پنج دئقه دئه رسنه»
The girl smiled brightly at the woman, to thank her.	لاکؤی تشکر گۊدن‌ئبه رۊ بۊده زنأک‌ئبه یکته قشنگˇ کۊچˇ خندأی بۊده.
‘I’d better take the bags over to the other side of the station,’ the man said. She smiled at him.	مردأی بۊته: «بئتره مۊ کیفؤنه ویگیرم ببرم بنئم ایسگا اۊ طرف.» لاکؤی لبکینˇ خنده بۊده.
‘All right. Then come back and we’ll finish the beer.’	«خؤ، بأزین وگرد کي أمئه آبجؤ تمنأکۊنیم.»
He picked up the two heavy bags and carried them around the station to the other tracks.	مردأی دۊتته سنگینˇ کیفه ویجؤأگیته، ایسگاهه دؤر بزئه ببرده اؤکته ریلؤنˇ طرف.
He looked up the tracks but could not see the train.	ریلˇ دۊرˇشره نیگا بۊده امّا قطاره دئه مننیس.
Coming back, he walked through the bar-room, where people waiting for the train were drinking.	وگرسني، بارˇ مئنأجي دوأرسه، کي قطارˇ رفا-ایسأ-آدمؤن اؤره مشرۊب خؤرده دۊبؤن.
He drank an Anis at the bar and looked at the people.	بارˇ مئن یکته آنیس  بۊخؤرده ؤ مردۊمه نیگا بۊده.
They were all waiting reasonably for the train.	اۊشؤن همه‌ته بقایده ایسأبؤن قطارˇ رفا.
He went out through the bead curtain.	مؤرخه‌یي پرده'جي بیرین بۊشؤ.
She was sitting at the table and smiled at him.	لاکؤی نیشته-بۊ میزˇ پۊشت  لبکینˇخنده'جي اينه نیگا کأدبۊ.
‘Do you feel better?’ he asked.	مردأی بپۊرسه: «بئترأبؤی؟»
‘I feel fine,’ she said. ‘There’s nothing wrong with me. I feel fine.’	لاکؤی بۊته: «مۊ خؤبم. مأ هیچ‌چي نئه. مۊ خؤبم».
The Little Black Fish	کۊجدانه سئه ماىي
It was the longest night of winter.	چلله‌شب بۊ.
At the bottom of the sea an old fish gathered together 12,000 of her children and grandchildren and began to tell them this story:	درىا تان، پير ٚ ماىي دوازده‌هيزار ته خۊ زاکان ؤ نووه‌أن ٚ أمرأ گردٚکله بزئه‌بۊ ىؤ اۊشان ٚ ره قصصه گۊتي:
Once upon a time a little black fish lived with her mother in a small pond on the side of a mountain.	«رۊزي رۊزيگاري، ايته کۊجدانه سئه ماىي ايسأبۊ کي خۊ مأر ٚ أمرأ ايته سؤنگ ٚ مئن زندگي گۊدي. أ سؤنگ، کۊى ٚ سنگي ديواره‌أن ٚ جا بيرۊن زئي ؤ دۊل ٚ تان روانأبؤىي.
Their home was behind a black, moss-covered rock, under which they both slept at night.	کۊجدانه ماىي ؤ أن ٚ مأر، خانه اۊشان ٚ شين اي‌ دانه سيا سنگ ٚ پۊشت نأهأبۊ، ايته چچ‌بيگيته سقف ٚ جير. شبان دۊته‌ىي چچان ٚ جير خۊتيد.
The little fish longed to see the moonlight in their home just once.	کۊجدانه ماىي ديل ٚ سر ناجه بمانسته‌بۊ گه اي وار أم کي بؤبؤسته مانگٚتاو-ه خۊشان ٚ خانه مئن بيدينه.
From morning till evening, the mother and child swam after each other. Sometimes they joined other fish and rapidly darted in and out of small crevices.	مأر ؤ زأى صؤب تا شب کس کس ٚ دۊمبال دکتيد ؤ گاگلف أم بقيهٔ ماىئن ٚ أمرأ قاطي بؤستيد ؤ تۊنداتۊندي اي‌ گۊل ٚ جا مئن هأى شؤدي ؤ واگردستيد.
The little fish was an only child, for of the 10,000 eggs which the mother had laid, only she had survived.	أ زأى اي‌دانه ؤ دؤردانه بۊ، چۊن أن ٚ مأر ٚ دأه‌هيزارته أشپل ٚ جا هأچين هأ ايته ساغ دربأمؤبۊ.
For several days the little fish had been deep in thought and had talked very little.	چن رۊزي بۊ گه کۊجدانه ماىي همش فيکر دۊبۊ ؤ خىلي کم گب زئي.
She swam slowly behind her mother around the pond and did not play with the other fish.	نوأنوأ أرأ اۊرأ شؤىي ؤ واگردستي، ويشتر ٚ اؤقات أم خۊ مأر ٚ جأ عقب دکتي.
Her mother thought her child was sick and would soon be well.	مأر خىأل گۊدي کي زأى ايزئه حال‌نداره ؤ زۊدازۊد چاگۊده به.
In fact, the black fish's sickness was really something else!	أمما نۊگۊ سئه ماىي درد اي چي ديگره!
"Early one morning before the sun had risen, the little fish woke her mother and said ""Mother, I want to talk to you."""	اي رۊز وختي هوا هله بؤش بۊ، کۊجدانه ماىي خۊ مأر-ه ويريسانئه بۊگؤته: «مأر! خأىمه چن کلمه تي أرأ گب بزنم.»
Half-asleep, the mother responded Child, this isn't the time to talk. Save your words for later. Wouldn’t it be better to go swimming?	مأر، چۊمان-ه خاب دۊبؤ، بۊگؤته: «زاى جان! تۊ نأم وخت گير بأرديأ! تي گب-ه بنه دۊمبالسر، بئتر نيه بيشيم بمجیم؟»
No, Mother! I can't go swimming anymore.	کۊجدانه ماىي بؤته: «نأ مأر، من دئه نتأنمه مختن.
